Код	Наименование	ინდენტიფიკატორი ИТС დისკზე
S44.5     	კანის მგრძნობიარე ნერვის ტრავმა მხრის და მხრის სარტყლის დონეზე (S44.5)	0
S44.7     	ნერვების მრავლობითი ტრავმა მხრის სარტყლისა და მხრის დონეზე (S44.7)	0
S44.8     	სხვა ნერვების ტრავმა მხრის სარტყლისა და მხრის დონეზე (S44.8)	0
S44.9     	დაუზუსტებელი ნერვის ტრავმა მხრის სარტყლისა და მხრის დონეზე (S44.9)	0
S45.0     	იღლიის არტერიის ტრავმა (S45.0)	0
S45.1     	მხრის არტერიის ტრავმა (S45.1)	0
S45.2     	იღლიისა და მხრის ვენების ტრავმა (S45.2)	0
S45.3     	ზედაპირული ვენების ტრავმა მხრის სარტყლისა და მხრის დონეზე (S45.3)	0
S45.7     	სისხლძარღვთა მრავლობითი ტრავმა მხრის სარტყლისა და მხრის დონეზე (S45.7)	0
S45.8     	სისხლძარღვების სხვა ტრავმა მხრის სარტყლისა და მხრის დონეზე (S45.8)	0
S45.9     	დაუზუსტებელი სისხლძარღვების ტრავმა მხრის სარტყლისა და მხრის დონეზე (S45.9)	0
S46.0     	მხრის სახსრის როტატორის მყესის ტრავმა (S46.0)	0
S46.1     	ბიცეფსის გრძელი თავის კუნთისა და მყესის ტრავმა (S46.1)	0
